COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
,EU_AFTER_MAY2004,ALL,2002,42.63
,EU_AFTER_MAY2004,ALL,2003,42.29
,EU_AFTER_MAY2004,ALL,2004,40.78
,EU_AFTER_MAY2004,ALL,2005,40.98
,EU_AFTER_MAY2004,ALL,2006,41.3
,EU_AFTER_MAY2004,ALL,2007,41.16
,EU_AFTER_MAY2004,ALL,2008,41.88
,EU_AFTER_MAY2004,ALL,2009,44.16
,EU_AFTER_MAY2004,ALL,2010,43.49
,EU_AFTER_MAY2004,ALL,2011,42.27
,EU_AFTER_MAY2004,ALL,2012,41.17
,EU_AFTER_MAY2004,ALL,2013,41.03
,EU_AFTER_MAY2004,ALL,2014,41.13
,EU_BEFORE_MAY2004,ALL,1995,50.72
,EU_BEFORE_MAY2004,ALL,1996,48.75
,EU_BEFORE_MAY2004,ALL,1997,47.45
,EU_BEFORE_MAY2004,ALL,1998,46.59
,EU_BEFORE_MAY2004,ALL,1999,46.13
,EU_BEFORE_MAY2004,ALL,2000,44.34
,EU_BEFORE_MAY2004,ALL,2001,45.69
,EU_BEFORE_MAY2004,ALL,2002,46.09
,EU_BEFORE_MAY2004,ALL,2003,46.61
,EU_BEFORE_MAY2004,ALL,2004,46.32
,EU_BEFORE_MAY2004,ALL,2005,46.32
,EU_BEFORE_MAY2004,ALL,2006,45.83
,EU_BEFORE_MAY2004,ALL,2007,45.25
,EU_BEFORE_MAY2004,ALL,2008,46.88
,EU_BEFORE_MAY2004,ALL,2009,50.89
,EU_BEFORE_MAY2004,ALL,2010,50.55
,EU_BEFORE_MAY2004,ALL,2011,49.14
,EU_BEFORE_MAY2004,ALL,2012,49.82
,EU_BEFORE_MAY2004,ALL,2013,49.54
,EU_BEFORE_MAY2004,ALL,2014,49.05
,EU_MEMBERS,ALL,1995,50.22
,EU_MEMBERS,ALL,1996,48.66
,EU_MEMBERS,ALL,1997,47.24
,EU_MEMBERS,ALL,1998,46.58
,EU_MEMBERS,ALL,1999,46.37
,EU_MEMBERS,ALL,2000,44.91
,EU_MEMBERS,ALL,2001,45.66
,EU_MEMBERS,ALL,2002,45.93
,EU_MEMBERS,ALL,2003,46.19
,EU_MEMBERS,ALL,2004,45.44
,EU_MEMBERS,ALL,2005,45.4
,EU_MEMBERS,ALL,2006,45.02
,EU_MEMBERS,ALL,2007,44.52
,EU_MEMBERS,ALL,2008,45.63
,EU_MEMBERS,ALL,2009,49.26
,EU_MEMBERS,ALL,2010,48.93
,EU_MEMBERS,ALL,2011,47.64
,EU_MEMBERS,ALL,2012,47.98
,EU_MEMBERS,ALL,2013,47.83
,EU_MEMBERS,ALL,2014,47.62
,EU_BEFORE_FEB2020,ALL,1995,49.36
,EU_BEFORE_FEB2020,ALL,1996,47.8
,EU_BEFORE_FEB2020,ALL,1997,46.35
,EU_BEFORE_FEB2020,ALL,1998,45.65
,EU_BEFORE_FEB2020,ALL,1999,45.42
,EU_BEFORE_FEB2020,ALL,2000,43.87
,EU_BEFORE_FEB2020,ALL,2001,44.95
,EU_BEFORE_FEB2020,ALL,2002,45.32
,EU_BEFORE_FEB2020,ALL,2003,45.66
,EU_BEFORE_FEB2020,ALL,2004,45.1
,EU_BEFORE_FEB2020,ALL,2005,45.16
,EU_BEFORE_FEB2020,ALL,2006,44.85
,EU_BEFORE_FEB2020,ALL,2007,44.37
,EU_BEFORE_FEB2020,ALL,2008,45.8
,EU_BEFORE_FEB2020,ALL,2009,49.45
,EU_BEFORE_FEB2020,ALL,2010,49.04
,EU_BEFORE_FEB2020,ALL,2011,47.68
,EU_BEFORE_FEB2020,ALL,2012,48
,EU_BEFORE_FEB2020,ALL,2013,47.74
,EU_BEFORE_FEB2020,ALL,2014,47.4
FIN,,ALL,1995,61.52
FIN,,ALL,1996,60.09
FIN,,ALL,1997,56.56
FIN,,ALL,1998,52.93
FIN,,ALL,1999,51.72
FIN,,ALL,2000,48.34
FIN,,ALL,2001,47.95
FIN,,ALL,2002,48.99
FIN,,ALL,2003,50.3
FIN,,ALL,2004,50.22
FIN,,ALL,2005,50.35
FIN,,ALL,2006,49.19
FIN,,ALL,2007,47.39
FIN,,ALL,2008,49.21
FIN,,ALL,2009,56.12
FIN,,ALL,2010,55.79
FIN,,ALL,2011,55.13
FIN,,ALL,2012,56.7
FIN,,ALL,2013,58.46
FIN,,ALL,2014,59.02
FRA,,ALL,1995,54.18
FRA,,ALL,1996,54.26
FRA,,ALL,1997,53.92
FRA,,ALL,1998,52.34
FRA,,ALL,1999,52.06
FRA,,ALL,2000,51.13
FRA,,ALL,2001,51.21
FRA,,ALL,2002,52.3
FRA,,ALL,2003,52.78
FRA,,ALL,2004,52.52
FRA,,ALL,2005,52.88
FRA,,ALL,2006,52.49
FRA,,ALL,2007,52.23
FRA,,ALL,2008,52.99
FRA,,ALL,2009,56.76
FRA,,ALL,2010,56.44
FRA,,ALL,2011,55.92
FRA,,ALL,2012,56.83
FRA,,ALL,2013,57.03
FRA,,ALL,2014,57.53
GBR,,ALL,1995,43.02
GBR,,ALL,1996,41.51
GBR,,ALL,1997,39.81
GBR,,ALL,1998,38.93
GBR,,ALL,1999,38.54
GBR,,ALL,2000,36.4
GBR,,ALL,2001,39.85
GBR,,ALL,2002,40.92
GBR,,ALL,2003,41.83
GBR,,ALL,2004,42.65
GBR,,ALL,2005,43.38
GBR,,ALL,2006,43.59
GBR,,ALL,2007,43.31
GBR,,ALL,2008,47.06
GBR,,ALL,2009,50.85
GBR,,ALL,2010,49.87
GBR,,ALL,2011,47.95
GBR,,ALL,2012,48.13
GBR,,ALL,2013,47.09
GBR,,ALL,2014,45.87
GEO,,ALL,1995,10.79
GEO,,ALL,1996,19.35
GEO,,ALL,1997,22.88
GEO,,ALL,1998,20.29
GEO,,ALL,1999,20.82
GEO,,ALL,2000,17.07
GEO,,ALL,2001,17.85
GEO,,ALL,2002,18.01
GEO,,ALL,2003,17.8
GEO,,ALL,2004,23.35
GEO,,ALL,2005,26.8
GEO,,ALL,2006,30.15
GEO,,ALL,2007,34.06
GEO,,ALL,2008,37.24
GEO,,ALL,2009,37.39
GEO,,ALL,2010,34.95
GEO,,ALL,2011,31.84
GEO,,ALL,2012,31.7
GEO,,ALL,2013,30.23
GEO,,ALL,2014,31.02
GRC,,ALL,1995,46
GRC,,ALL,1996,45.08
GRC,,ALL,1997,43.71
GRC,,ALL,1998,45.15
GRC,,ALL,1999,46.15
GRC,,ALL,2000,46.43
GRC,,ALL,2001,45.99
GRC,,ALL,2002,45.8
GRC,,ALL,2003,46.59
GRC,,ALL,2004,47.61
GRC,,ALL,2005,45.56
GRC,,ALL,2006,45.12
GRC,,ALL,2007,47.07
GRC,,ALL,2008,50.81
GRC,,ALL,2009,54.06
GRC,,ALL,2010,52.46
GRC,,ALL,2011,54.23
GRC,,ALL,2012,55.16
GRC,,ALL,2013,60.77
GRC,,ALL,2014,49.94
HRV,,ALL,1995,45.4
HRV,,ALL,1996,46.86
HRV,,ALL,1997,46.2
HRV,,ALL,1998,49.44
HRV,,ALL,1999,52.17
HRV,,ALL,2000,50.71
HRV,,ALL,2001,48.05
HRV,,ALL,2002,45.95
HRV,,ALL,2003,43.98
HRV,,ALL,2004,44.59
HRV,,ALL,2005,43.43
HRV,,ALL,2006,43.71
HRV,,ALL,2007,43.45
HRV,,ALL,2008,42.85
HRV,,ALL,2009,45.91
HRV,,ALL,2010,46.29
HRV,,ALL,2011,47.55
HRV,,ALL,2012,45.47
HRV,,ALL,2013,45.76
HRV,,ALL,2014,45.65
HUN,,ALL,1995,55.06
HUN,,ALL,1996,50.74
HUN,,ALL,1997,49.31
HUN,,ALL,1998,50.5
HUN,,ALL,1999,48.44
HUN,,ALL,2000,46.97
HUN,,ALL,2001,47
HUN,,ALL,2002,50.65
HUN,,ALL,2003,48.81
HUN,,ALL,2004,48.24
HUN,,ALL,2005,49.12
HUN,,ALL,2006,51.19
HUN,,ALL,2007,49.6
HUN,,ALL,2008,48.34
HUN,,ALL,2009,50.21
HUN,,ALL,2010,48.97
HUN,,ALL,2011,49.15
HUN,,ALL,2012,47.75
HUN,,ALL,2013,48.39
HUN,,ALL,2014,48.16
IRL,,ALL,1995,40.83
IRL,,ALL,1996,39.01
IRL,,ALL,1997,36.51
IRL,,ALL,1998,34.6
IRL,,ALL,1999,33.97
IRL,,ALL,2000,30.88
IRL,,ALL,2001,32.51
IRL,,ALL,2002,33.05
IRL,,ALL,2003,32.94
IRL,,ALL,2004,33.15
IRL,,ALL,2005,33.38
IRL,,ALL,2006,33.86
IRL,,ALL,2007,35.89
IRL,,ALL,2008,41.86
IRL,,ALL,2009,47.19
IRL,,ALL,2010,65.65
IRL,,ALL,2011,45.49
IRL,,ALL,2012,41.82
IRL,,ALL,2013,39.67
IRL,,ALL,2014,38.25
ISL,,ALL,1995,42.7
ISL,,ALL,1996,42.21
ISL,,ALL,1997,39.76
ISL,,ALL,1998,40.77
ISL,,ALL,1999,41.57
ISL,,ALL,2000,41.32
ISL,,ALL,2001,41.92
ISL,,ALL,2002,43.45
ISL,,ALL,2003,44.76
ISL,,ALL,2004,42.99
ISL,,ALL,2005,41.46
ISL,,ALL,2006,41.14
ISL,,ALL,2007,41.01
ISL,,ALL,2008,55.66
ISL,,ALL,2009,48.53
ISL,,ALL,2010,49.4
ISL,,ALL,2011,45.71
ISL,,ALL,2012,45.47
ISL,,ALL,2013,44.21
ISL,,ALL,2014,45.66
ISR,,ALL,1995,50.53
ISR,,ALL,1996,50.34
ISR,,ALL,1997,49.6
ISR,,ALL,1998,51.78
ISR,,ALL,1999,50.38
ISR,,ALL,2000,48.01
ISR,,ALL,2001,50.02
ISR,,ALL,2002,51.33
ISR,,ALL,2003,50.17
ISR,,ALL,2004,46.95
ISR,,ALL,2005,45.88
ISR,,ALL,2006,44.65
ISR,,ALL,2007,42.72
ISR,,ALL,2008,42.21
ISR,,ALL,2009,42.09
ISR,,ALL,2010,41.26
ISR,,ALL,2011,40.99
ISR,,ALL,2012,41.36
ISR,,ALL,2013,41.3
ISR,,ALL,2014,41.07
ITA,,ALL,1995,51.79
ITA,,ALL,1996,51.62
ITA,,ALL,1997,49.61
ITA,,ALL,1998,48.29
ITA,,ALL,1999,47.35
ITA,,ALL,2000,45.48
ITA,,ALL,2001,47.5
ITA,,ALL,2002,46.77
ITA,,ALL,2003,47.22
ITA,,ALL,2004,46.82
ITA,,ALL,2005,47.12
ITA,,ALL,2006,47.61
ITA,,ALL,2007,46.77
ITA,,ALL,2008,47.81
ITA,,ALL,2009,51.13
ITA,,ALL,2010,49.85
ITA,,ALL,2011,49.1
ITA,,ALL,2012,50.78
ITA,,ALL,2013,51.02
ITA,,ALL,2014,51.22
KAZ,,ALL,1995,25.66
KAZ,,ALL,1996,19.78
KAZ,,ALL,1997,20.45
KAZ,,ALL,1998,21.77
KAZ,,ALL,1999,23.23
KAZ,,ALL,2000,23.15
KAZ,,ALL,2001,23.37
KAZ,,ALL,2002,22.09
KAZ,,ALL,2003,23.04
KAZ,,ALL,2004,22.55
KAZ,,ALL,2005,27.03
KAZ,,ALL,2006,22.09
KAZ,,ALL,2007,24.17
KAZ,,ALL,2008,27.21
KAZ,,ALL,2009,23.51
KAZ,,ALL,2010,22.12
KAZ,,ALL,2011,21.54
KAZ,,ALL,2012,22.09
KAZ,,ALL,2013,20.08
KAZ,,ALL,2014,21.72
KGZ,,ALL,1995,28.56
KGZ,,ALL,1996,22.23
KGZ,,ALL,1997,21.82
KGZ,,ALL,1998,21.35
KGZ,,ALL,1999,18.55
KGZ,,ALL,2000,17.3
KGZ,,ALL,2001,16.59
KGZ,,ALL,2002,20.15
KGZ,,ALL,2003,20.14
KGZ,,ALL,2004,19.97
KGZ,,ALL,2005,19.96
KGZ,,ALL,2006,22.23
KGZ,,ALL,2007,25.27
KGZ,,ALL,2008,23.95
KGZ,,ALL,2009,29.14
KGZ,,ALL,2010,31.21
KGZ,,ALL,2011,32.01
KGZ,,ALL,2012,34.54
KGZ,,ALL,2013,29.35
KGZ,,ALL,2014,30.53
LTU,,ALL,1995,34.43
LTU,,ALL,1996,36.38
LTU,,ALL,1997,50.23
LTU,,ALL,1998,41.13
LTU,,ALL,1999,40.85
LTU,,ALL,2000,39.78
LTU,,ALL,2001,37.47
LTU,,ALL,2002,35.37
LTU,,ALL,2003,33.81
LTU,,ALL,2004,33.99
LTU,,ALL,2005,34.02
LTU,,ALL,2006,34.19
LTU,,ALL,2007,35.31
LTU,,ALL,2008,37.9
LTU,,ALL,2009,44.88
LTU,,ALL,2010,42.25
LTU,,ALL,2011,38.68
LTU,,ALL,2012,36.07
LTU,,ALL,2013,34.43
LTU,,ALL,2014,33.27
LUX,,ALL,1995,39.69
LUX,,ALL,1996,41.13
LUX,,ALL,1997,40.66
LUX,,ALL,1998,41.06
LUX,,ALL,1999,39.19
LUX,,ALL,2000,37.59
LUX,,ALL,2001,38.13
LUX,,ALL,2002,41.55
LUX,,ALL,2003,41.8
LUX,,ALL,2004,42.57
LUX,,ALL,2005,41.54
LUX,,ALL,2006,38.58
LUX,,ALL,2007,36.26
LUX,,ALL,2008,39.13
LUX,,ALL,2009,45.18
LUX,,ALL,2010,43.52
LUX,,ALL,2011,42.55
LUX,,ALL,2012,43.9
LUX,,ALL,2013,43.55
LUX,,ALL,2014,42.69
LVA,,ALL,1995,38.43
LVA,,ALL,1996,37.06
LVA,,ALL,1997,36.16
LVA,,ALL,1998,39.07
LVA,,ALL,1999,41.64
LVA,,ALL,2000,37.61
LVA,,ALL,2001,34.96
LVA,,ALL,2002,35.99
LVA,,ALL,2003,34.91
LVA,,ALL,2004,35.9
LVA,,ALL,2005,35.83
LVA,,ALL,2006,38.32
LVA,,ALL,2007,35.95
LVA,,ALL,2008,39.09
LVA,,ALL,2009,43.71
LVA,,ALL,2010,43.41
LVA,,ALL,2011,38.41
LVA,,ALL,2012,36.48
LVA,,ALL,2013,36.1
LVA,,ALL,2014,37.89
MCO,,ALL,1995,19.4
MCO,,ALL,1996,20.69
MCO,,ALL,1997,19.31
MCO,,ALL,1998,18.97
MCO,,ALL,1999,23.94
MCO,,ALL,2000,20.13
MCO,,ALL,2001,21.08
MCO,,ALL,2002,20.28
MCO,,ALL,2003,19.56
MCO,,ALL,2004,21.29
MCO,,ALL,2005,21.7
MCO,,ALL,2006,21.6
MCO,,ALL,2007,19.66
MCO,,ALL,2008,20.19
MCO,,ALL,2009,20.52
MCO,,ALL,2010,20.7
MCO,,ALL,2011,19.69
MCO,,ALL,2012,20
MCO,,ALL,2013,18.89
MCO,,ALL,2014,20.41
MDA,,ALL,1995,36.67
MDA,,ALL,1996,36.25
MDA,,ALL,1997,40.47
MDA,,ALL,1998,33.18
MDA,,ALL,1999,28.36
MDA,,ALL,2000,36.37
MDA,,ALL,2001,31.53
MDA,,ALL,2002,34.25
MDA,,ALL,2003,33.12
MDA,,ALL,2004,35.14
MDA,,ALL,2005,37.05
MDA,,ALL,2006,40.16
MDA,,ALL,2007,41.95
MDA,,ALL,2008,41.55
MDA,,ALL,2009,45.25
MDA,,ALL,2010,40.8
MDA,,ALL,2011,39
MDA,,ALL,2012,40.08
MDA,,ALL,2013,38.48
MDA,,ALL,2014,39.82
MKD,,ALL,1995,37.7
MKD,,ALL,1996,35.94
MKD,,ALL,1997,33.7
MKD,,ALL,1998,33.58
MKD,,ALL,1999,34.91
MKD,,ALL,2000,32.02
MKD,,ALL,2001,37.36
MKD,,ALL,2002,38.19
MKD,,ALL,2003,36
MKD,,ALL,2004,34.12
MKD,,ALL,2005,32.49
MKD,,ALL,2006,31.45
MKD,,ALL,2007,31.45
MKD,,ALL,2008,33.76
MKD,,ALL,2009,33.56
MKD,,ALL,2010,32.51
MKD,,ALL,2011,31.86
MKD,,ALL,2012,33.26
MKD,,ALL,2013,31.82
MKD,,ALL,2014,31.82
MLT,,ALL,1995,39.14
